iter	Passed	Remaining
132	37348	243470
133	37614	243089
134	37889	242775
135	38186	242597
136	38463	242294
137	38762	242124
138	39118	242310
139	39495	242614
140	39791	242417
141	40100	242297
142	40368	241927
143	40639	241580
144	40988	241690
145	41285	241492
146	41608	241440
147	41986	241706
148	42286	241512
149	42753	242269
150	43023	241901
151	43283	241477
152	43512	240884
153	43796	240595
154	44033	240054
155	44265	239489
156	44495	238914
157	44720	238318
158	44955	237781
159	45219	237403
160	45476	236985
161	45741	236615
162	45968	236046
163	46225	235636
164	46464	235138
165	46719	234721
166	46989	234384
167	47256	234033
168	47515	233640
169	47754	233156
170	47986	232638
171	48233	232192
172	48499	231846
173	48766	231502
174	49028	231136
175	49268	230666
176	49511	230215
177	49759	229789
178	50018	229415
179	50280	229054
180	50551	228736
181	50799	228318
182	51046	227895
183	51298	227499
184	51549	227098
185	51840	226873
186	52128	226631
187	52379	226233
188	52640	225880
189	52925	225631
190	53163	225178
191	53419	224806
192	53652	224337
193	53950	224143
194	54192	223719
195	54444	223332
196	54706	222990
197	54982	222708
198	55258	222423
199	55522	222089
200	55783	221744
201	56092	221593
202	56421	221516
203	56728	221353
204	57039	221200
205	57339	221005
206	57670	220930
207	57992	220819
208	58301	220653
209	58552	220269
210	58825	219967
211	59094	219653
212	59377	219389
213	59656	219111
214	59933	218825
215	60216	218564
216	60537	218438
217	60838	218236
218	61104	217909
219	61367	217574
220	61643	217287
221	61944	217083
222	62204	216741
223	62470	216414
224	62734	216086
225	63058	215960
226	63371	215797
227	63705	215703
228	64064	215693
229	64368	215495
230	64610	215086
231	64968	215068
232	65320	215024
233	65593	214721
234	65888	214489
235	66175	214229
236	66417	213823
237	66709	213581
238	66979	213270
239	67263	212999
240	67536	212699
241	67820	212430
242	68102	212154
243	68375	211853
244	68656	211573
245	68952	211341
246	69269	211172
247	69566	210945
248	69839	210639
249	70122	210367
250	70387	210040
251	70646	209696
252	70908	209363
253	71215	209160
254	71545	209024
255	71863	208853
256	72174	208660
257	72453	208373
258	72722	208058
259	73003	207778
260	73287	207506
261	73602	207324
262	73898	207085
263	74192	206839
264	74509	206657
265	74801	206405
266	75079	206117
267	75380	205889
268	75647	205570
269	76015	205523
270	76295	205236
271	76610	205044
272	76917	204832
273	77223	204615
274	77544	204435
275	77869	204267
276	78165	204019
277	78456	203761
278	78772	203567
279	79125	203465
280	79398	203157
281	79632	202751
282	79921	202486
283	80194	202179
284	80499	201955
285	80765	201632
286	81074	201414
287	81422	201295
288	81739	201095
289	82022	200814
290	82333	200599
291	82626	200341
292	82925	200097
293	83252	199919
294	83579	199740
295	83893	199530
296	84175	199242
297	84507	199075
298	84830	198883
299	85126	198629
300	85460	198461
301	85756	198205
302	86084	198023
303	86382	197771
304	86685	197529
305	87009	197335
306	87345	197167
307	87701	197044
308	88052	196906
309	88425	196818
310	88779	196685
311	89075	196422
312	89330	196070
313	89625	195806
314	89967	195644
315	90265	195385
316	90575	195151
317	90891	194930
318	91211	194718
319	91497	194431
320	91760	194097
321	92064	193850
322	92357	193578
323	92614	193232
324	92889	192924
325	93162	192612
326	93470	192371
327	93725	192023
328	93988	191690
329	94262	191382
330	94541	191083
331	94820	190783
332	95107	190501
333	95413	190256
334	95706	189983
335	95972	189659
336	96276	189410
337	96576	189153
338	96873	188889
339	97146	188577
340	97400	188231
341	97711	187995
342	98045	187801
343	98365	187581
344	98715	187417
345	99042	187206
346	99279	186827
347	99599	186605
348	99897	186342
349	100141	185977
350	100411	185660
351	100688	185358
352	100962	185050
353	101220	184713
354	101492	184402
355	101775	184110
356	102088	183873
357	102333	183514
358	102602	183197
359	102879	182897
360	103106	182506
361	103384	182208
362	103648	181884
363	103899	181538
364	104182	181249
365	104472	180971
366	104767	180701
367	105041	180398
368	105362	180173
369	105675	179933
370	105978	179677
371	106307	179465
372	106593	179180
373	106959	179029
374	107268	178780
375	107533	178459
376	107836	178201
377	108147	177957
378	108387	177595
379	108678	177317
380	108992	177077
381	109249	176743
382	109514	176423
383	109828	176183
384	110100	175875
385	110434	175665
386	110725	175386
387	111065	175185
388	111330	174866
389	111593	174543
390	111881	174259
391	112176	173987
392	112470	173713
393	112749	173416
394	113021	173108
395	113295	172804
396	113609	172560
397	113908	172294
398	114177	171981
399	114492	171738
400	114775	171448
401	115061	171161
402	115352	170881
403	115659	170626
404	115971	170378
405	116258	170092
406	116543	169804
407	116851	169549
408	117124	169243
409	117395	168935
410	117702	168678
411	117987	168390
412	118268	168095
413	118570	167831
414	118878	167576
415	119226	167375
416	119584	167189
417	119820	166831
418	120147	166600
419	120386	166248
420	120621	165890
421	120887	165576
422	121179	165297
423	121460	165002
424	121726	164688
425	121997	164381
426	122308	164127
427	122598	163846
428	122890	163567
429	123143	163237
430	123445	162970
431	123737	162691
432	124005	162381
433	124239	162027
434	124453	161646
435	124876	161537
436	125199	161298
437	125540	161082
438	125862	160839
439	126185	160599
440	126492	160337
441	126799	160077
442	127069	159769
443	127349	159473
444	127620	159166
445	127897	158867
446	128166	158559
447	128464	158286
448	128747	157995
449	129001	157668
450	129281	157373
451	129524	157034
452	129780	156710
453	130048	156402
454	130309	156085
455	130528	155717
456	130784	155396
457	131094	155138
458	131368	154837
459	131618	154508
460	131876	154189
461	132122	153856
462	132419	153583
463	132703	153295
464	132956	152971
465	133243	152686
466	133516	152385
467	133777	152072
468	134086	151811
469	134372	151526
470	134682	151268
471	134965	150978
472	135334	150784
473	135645	150526
474	135942	150252
475	136232	149970
476	136535	149701
477	136862	149460
478	137135	149160
479	137437	148890
480	137751	148634
481	138008	148316
482	138295	148030
483	138572	147734
484	138854	147443
485	139234	147256
486	139568	147019
487	139910	146790
488	140216	146525
489	140563	146300
490	140858	146022
491	141136	145726
492	141434	145451
493	141717	145160
494	141983	144852
495	142267	144562
496	142549	144270
497	142817	143964
498	143185	143759
499	143512	143512
500	143829	143255
501	144133	142985
502	144456	142733
503	144774	142476
504	145073	142200
505	145374	141926
506	145643	141621
507	145923	141327
508	146205	141035
509	146489	140744
510	146806	140486
511	147108	140212
512	147431	139959
513	147725	139677
514	148019	139397
515	148258	139064
516	148569	138799
517	148900	138551
518	149240	138313
519	149517	138015
520	149770	137697
521	150068	137418
522	150352	137128
523	150644	136844
524	150926	136552
525	151199	136252
526	151479	135958
527	151721	135630
528	151981	135318
529	152240	135005
530	152515	134707
531	152800	134418
532	153099	134141
533	153371	133840
534	153644	133541
535	153918	133243
536	154167	132923
537	154447	132629
538	154681	132296
539	154924	131973
540	155201	131677
541	155484	131387
542	155757	131088
543	156039	130797
544	156334	130517
545	156591	130206
546	156879	129920
547	157157	129626
548	157438	129334
549	157673	129005
550	157920	128686
551	158155	128358
552	158428	128060
553	158687	127752
554	158983	127473
555	159273	127189
556	159552	126897
557	159809	126587
558	160046	126262
559	160288	125941
560	160561	125644
561	160813	125331
562	161054	125010
563	161343	124726
564	161602	124419
565	161876	124124
566	162151	123830
567	162422	123532
568	162717	123253
569	162961	122935
570	163244	122647
571	163511	122347
572	163757	122032
573	164023	121731
574	164297	121437
575	164538	121118
576	164799	120814
577	165079	120525
578	165375	120247
579	165658	119959
580	165925	119660
581	166162	119340
582	166450	119056
583	166730	118767
584	167011	118478
585	167305	118198
586	167571	117899
587	167840	117602
588	168093	117294
589	168383	117012
590	168662	116722
591	168953	116440
592	169215	116139
593	169459	115825
594	169725	115527
595	170006	115239
596	170296	114957
597	170556	114655
598	170815	114352
599	171086	114057
600	171327	113742
601	171573	113432
602	171833	113130
603	172101	112834
604	172364	112535
605	172748	112315
606	173013	112016
607	173366	111776
608	173642	111484
609	173903	111183
610	174154	110877
611	174456	110602
612	174806	110359
613	175112	110087
614	175406	109807
615	175799	109589
616	176097	109311
617	176379	109024
618	176707	108764
619	177008	108489
620	177305	108210
621	177597	107928
622	177850	107623
623	178122	107330
624	178411	107047
625	178683	106753
626	178937	106449
627	179197	106149
628	179456	105848
629	179740	105562
630	179999	105260
631	180269	104967
632	180539	104673
633	180821	104385
634	181120	104108
635	181500	103877
636	181868	103639
637	182210	103386
638	182501	103103
639	182847	102851
640	183182	102593
641	183452	102299
642	183786	102039
643	184114	101777
644	184386	101484
645	184679	101201
646	185079	100978
647	185383	100702
648	185653	100407
649	186019	100164
650	186451	99956
651	186948	99782
652	187337	99550
653	187587	99243
654	188005	99026
655	188249	98716
656	188563	98443
657	188889	98176
658	189191	97897
659	189495	97619
660	189803	97342
661	190154	97087
662	190464	96812
663	190765	96532
664	191070	96253
665	191351	95962
666	191666	95689
667	191938	95394
668	192220	95104
669	192547	94836
670	192852	94557
671	193122	94262
672	193419	93979
673	193732	93704
674	194062	93437
675	194406	93177
676	194753	92917
677	195073	92645
678	195405	92378
679	195755	92120
680	196040	91830
681	196320	91539
682	196636	91264
683	196916	90973
684	197159	90664
685	197459	90382
686	197720	90082
687	197986	89784
688	198241	89481
689	198520	89190
690	198832	88913
691	199131	88630
692	199390	88330
693	199673	88040
694	199969	87756
695	200282	87479
696	200568	87190
697	200890	86918
698	201202	86640
699	201525	86368
700	201842	86092
701	202106	85794
702	202371	85496
703	202636	85199
704	202903	84903
705	203170	84606
706	203421	84303
707	203724	84022
708	204016	83735
709	204306	83448
710	204603	83164
711	204899	82880
712	205176	82588
713	205457	82298
714	205737	82007
715	206020	81717
716	206305	81428
717	206610	81147
718	206910	80865
719	207206	80580
720	207524	80304
721	207891	80046
722	208196	79765
723	208511	79487
724	208818	79207
725	209101	78917
726	209403	78634
727	209706	78351
728	209992	78063
729	210241	77760
730	210520	77469
731	210813	77183
732	211096	76893
733	211373	76601
734	211665	76314
735	211969	76032
736	212262	75746
737	212555	75460
738	212803	75158
739	213134	74885
740	213450	74606
741	213731	74316
742	214049	74038
743	214384	73766
744	214741	73501
745	215053	73222
746	215410	72956
747	215812	72707
748	216203	72452
749	216522	72174
750	216965	71936
751	217349	71679
752	217736	71422
753	218111	71161
754	218531	70914
755	218947	70665
756	219357	70414
757	219730	70151
758	220130	69896
759	220482	69626
760	220840	69357
761	221218	69094
762	221545	68815
763	221877	68538
764	222207	68259
765	222514	67974
766	222829	67691
767	223099	67394
768	223431	67116
769	223759	66837
770	224057	66548
771	224353	66259
772	224697	65984
773	225044	65710
774	225394	65437
775	225737	65161
776	226052	64877
777	226356	64590
778	226692	64311
779	227028	64033
780	227341	63748
781	227686	63472
782	227983	63183
783	228354	62914
784	228693	62635
785	229029	62356
786	229312	62062
787	229660	61786
788	229995	61506
789	230289	61216
790	230641	60940
791	230982	60662
792	231306	60378
793	231610	60090
794	231961	59813
795	232311	59537
796	232608	59246
797	232943	58965
798	233303	58690
799	233602	58400
800	233931	58117
801	234236	57828
802	234548	57541
803	234854	57253
804	235124	56955
805	235443	56670
806	235828	56400
807	236208	56128
808	236553	55848
809	236879	55564
810	237195	55277
811	237518	54991
812	237804	54698
813	238131	54413
814	238495	54136
815	238809	53849
816	239179	53573
817	239446	53275
818	239746	52984
819	240077	52699
820	240391	52411
821	240722	52127
822	241007	51832
823	241349	51550
824	241693	51268
825	242028	50984
826	242366	50700
827	242681	50412
828	242946	50113
829	243232	49818
830	243552	49531
831	243817	49232
832	244244	48966
833	244645	48694
834	244976	48408
835	245240	48109
836	245493	47808
837	245775	47512
838	246112	47227
839	246427	46938
840	246694	46640
841	246979	46345
842	247211	46040
843	247494	45745
844	247792	45452
845	248057	45154
846	248326	44857
847	248608	44561
848	248937	44275
849	249246	43984
850	249569	43696
851	249868	43404
852	250313	43137
853	250752	42868
854	251120	42587
855	251487	42306
856	251848	42023
857	252168	41734
858	252502	41446
859	252868	41164
860	253166	40871
861	253443	40574
862	253762	40284
863	254085	39994
864	254379	39700
865	254669	39406
866	254954	39110
867	255237	38814
868	255567	38526
869	255883	38235
870	256195	37943
871	256527	37655
872	256846	37364
873	257197	37078
874	257540	36791
875	257819	36494
876	258147	36205
877	258405	35906
878	258713	35613
879	259039	35323
880	259285	35022
881	259564	34726
882	259866	34433
883	260172	34140
884	260474	33846
885	260769	33552
886	261070	33259
887	261404	32969
888	261710	32676
889	262016	32384
890	262319	32090
891	262652	31800
892	262978	31510
893	263290	31217
894	263616	30927
895	263899	30631
896	264196	30336
897	264565	30050
898	264912	29762
899	265230	29470
900	265565	29179
901	265897	28889
902	266187	28593
903	266513	28302
904	266851	28011
905	267135	27716
906	267464	27424
907	267796	27133
908	268169	26846
909	268536	26558
910	268889	26269
911	269257	25981
912	269604	25690
913	270005	25405
914	270452	25124
915	270785	24831
916	271118	24539
917	271423	24244
918	271713	23948
919	272031	23654
920	272323	23358
921	272629	23064
922	272907	22766
923	273214	22472
924	273451	22171
925	273750	21876
926	274056	21581
927	274331	21284
928	274598	20986
929	274850	20687
930	275132	20391
931	275399	20093
932	275684	19797
933	275971	19501
934	276273	19206
935	276550	18909
936	276811	18611
937	277095	18315
938	277320	18015
939	277581	17717
940	277811	17418
941	278087	17122
942	278381	16826
943	278624	16528
944	278910	16232
945	279167	15935
946	279423	15638
947	279695	15341
948	279959	15045
949	280203	14747
950	280458	14450
951	280717	14153
952	280970	13856
953	281225	13560
954	281493	13264
955	281773	12968
956	282036	12672
957	282286	12375
958	282496	12077
959	282725	11780
960	282962	11483
961	283233	11188
962	283521	10893
963	283785	10597
964	284054	10302
965	284340	10007
966	284633	9713
967	284912	9418
968	285201	9124
969	285479	8829
970	285778	8535
971	286028	8239
972	286300	7944
973	286594	7650
974	286853	7355
975	287172	7061
976	287461	6767
977	287757	6473
978	288037	6178
979	288309	5883
980	288608	5589
981	288908	5295
982	289194	5001
983	289460	4706
984	289742	4412
985	289985	4117
986	290376	3824
987	290643	3530
988	290931	3235
989	291207	2941
990	291474	2647
991	291753	2352
992	292030	2058
993	292308	1764
994	292587	1470
995	292878	1176
996	293179	882
997	293443	588
998	293709	294
999	293963	0
