iter	MultiClass
506	1.54112981e-05
507	1.538559141e-05
508	1.53514817e-05
509	1.529210818e-05
510	1.526039721e-05
511	1.519912784e-05
512	1.513058317e-05
513	1.511256815e-05
514	1.509062153e-05
515	1.508085849e-05
516	1.504107124e-05
517	1.501469269e-05
518	1.498684715e-05
519	1.495231723e-05
520	1.492794778e-05
521	1.491184613e-05
522	1.48398423e-05
523	1.480042352e-05
524	1.477089689e-05
525	1.474624691e-05
526	1.471917759e-05
527	1.469952616e-05
528	1.467252775e-05
529	1.462061379e-05
530	1.454836959e-05
531	1.450340981e-05
532	1.447511354e-05
533	1.445650591e-05
534	1.44378953e-05
535	1.442389058e-05
536	1.440562502e-05
537	1.43812806e-05
538	1.436321608e-05
539	1.431849205e-05
540	1.42988267e-05
541	1.427950957e-05
542	1.426014016e-05
543	1.422966525e-05
544	1.419446873e-05
545	1.416530375e-05
546	1.414931044e-05
547	1.40824376e-05
548	1.399807858e-05
549	1.396325842e-05
550	1.394188911e-05
551	1.39246278e-05
552	1.391453905e-05
553	1.384501878e-05
554	1.379300501e-05
555	1.372007091e-05
556	1.370868028e-05
557	1.369480068e-05
558	1.367337496e-05
559	1.366156591e-05
560	1.360516239e-05
561	1.357487036e-05
562	1.35425036e-05
563	1.352342249e-05
564	1.348138382e-05
565	1.343695146e-05
566	1.341710907e-05
567	1.337219275e-05
568	1.332703494e-05
569	1.330183777e-05
570	1.324615464e-05
571	1.322356619e-05
572	1.321091723e-05
573	1.316939993e-05
574	1.312093268e-05
575	1.309518974e-05
576	1.306666205e-05
577	1.303387042e-05
578	1.297910054e-05
579	1.294937225e-05
580	1.290524139e-05
581	1.280795543e-05
582	1.2749924e-05
583	1.271862683e-05
584	1.269677227e-05
585	1.265423678e-05
586	1.26387208e-05
587	1.261964018e-05
588	1.260001551e-05
589	1.2574506e-05
590	1.25434119e-05
591	1.251677803e-05
592	1.248706669e-05
593	1.247467258e-05
594	1.244832387e-05
595	1.24136395e-05
596	1.238576651e-05
597	1.236281857e-05
598	1.234857048e-05
599	1.232567089e-05
600	1.230722678e-05
601	1.229201592e-05
602	1.227378836e-05
603	1.224019795e-05
604	1.221923663e-05
605	1.218237004e-05
606	1.216184597e-05
607	1.213646004e-05
608	1.21208515e-05
609	1.211154197e-05
610	1.20971442e-05
611	1.205586288e-05
612	1.202773559e-05
613	1.200632101e-05
614	1.198748438e-05
615	1.196743052e-05
616	1.193946715e-05
617	1.193314187e-05
618	1.189452104e-05
619	1.185452073e-05
620	1.184449337e-05
621	1.181563903e-05
622	1.178912086e-05
623	1.177620935e-05
624	1.175157919e-05
625	1.172931323e-05
626	1.171161885e-05
627	1.166538088e-05
628	1.163809601e-05
629	1.159903421e-05
630	1.157651093e-05
631	1.155794164e-05
632	1.150079513e-05
633	1.148419712e-05
634	1.146769732e-05
635	1.145805532e-05
636	1.142539727e-05
637	1.141580543e-05
638	1.140358261e-05
639	1.138698866e-05
640	1.136489327e-05
641	1.133431867e-05
642	1.131858354e-05
643	1.128238398e-05
644	1.125366743e-05
645	1.123390837e-05
646	1.121607944e-05
647	1.119913863e-05
648	1.119159585e-05
649	1.116451059e-05
650	1.11470586e-05
651	1.110071688e-05
652	1.107435964e-05
653	1.106159386e-05
654	1.10321569e-05
655	1.102060526e-05
656	1.100634194e-05
657	1.096095495e-05
658	1.093950688e-05
659	1.090256141e-05
660	1.088337859e-05
661	1.087471692e-05
662	1.084804727e-05
663	1.082848452e-05
664	1.079768234e-05
665	1.078516169e-05
666	1.076271776e-05
667	1.071170642e-05
668	1.069703276e-05
669	1.068496375e-05
670	1.06577057e-05
671	1.064809115e-05
672	1.0616054e-05
673	1.058395737e-05
674	1.057580951e-05
675	1.055786126e-05
676	1.05427491e-05
677	1.050144521e-05
678	1.046935012e-05
679	1.045005833e-05
680	1.043352039e-05
681	1.040895239e-05
682	1.039548531e-05
683	1.037320783e-05
684	1.036665929e-05
685	1.034484352e-05
686	1.033347008e-05
687	1.031676495e-05
688	1.028695665e-05
689	1.027002405e-05
690	1.025064041e-05
691	1.023055928e-05
692	1.019358485e-05
693	1.018182788e-05
694	1.015438108e-05
695	1.014292585e-05
696	1.013491092e-05
697	1.011472646e-05
698	1.008604145e-05
699	1.006706447e-05
700	1.006147678e-05
701	1.005575921e-05
702	1.004638332e-05
703	1.002282476e-05
704	1.001000582e-05
705	9.996090805e-06
706	9.98959702e-06
707	9.965091078e-06
708	9.953610026e-06
709	9.94050601e-06
710	9.925691859e-06
711	9.903498707e-06
712	9.891186591e-06
713	9.870051981e-06
714	9.842474823e-06
715	9.825668907e-06
716	9.804308023e-06
717	9.785974483e-06
718	9.770754715e-06
719	9.760657733e-06
720	9.745916644e-06
721	9.733525829e-06
722	9.719172901e-06
723	9.69184281e-06
724	9.671504081e-06
725	9.641517311e-06
726	9.626730609e-06
727	9.617287923e-06
728	9.60669089e-06
729	9.590088647e-06
730	9.569425365e-06
731	9.564436673e-06
732	9.553567704e-06
733	9.506985177e-06
734	9.486074362e-06
735	9.474023822e-06
736	9.443830341e-06
737	9.42904256e-06
738	9.413582619e-06
739	9.402190864e-06
740	9.384902434e-06
741	9.375085055e-06
742	9.366954003e-06
743	9.352320132e-06
744	9.340777855e-06
745	9.330013603e-06
746	9.311860719e-06
747	9.300279216e-06
748	9.268082981e-06
749	9.261057923e-06
750	9.252921266e-06
751	9.241112096e-06
752	9.223938275e-06
753	9.200397566e-06
754	9.1741615e-06
755	9.161901769e-06
756	9.145987433e-06
757	9.133903032e-06
758	9.110717143e-06
759	9.103255978e-06
760	9.09454265e-06
761	9.07285862e-06
762	9.061398119e-06
763	9.049769633e-06
764	9.044704604e-06
765	9.038472646e-06
766	9.02814049e-06
767	9.016227137e-06
768	9.005460113e-06
769	8.997449468e-06
770	8.984278855e-06
771	8.963288099e-06
772	8.94588936e-06
773	8.916987653e-06
774	8.90397756e-06
775	8.88130645e-06
776	8.87123236e-06
777	8.860922893e-06
778	8.828931842e-06
779	8.811854852e-06
780	8.802434109e-06
781	8.768136041e-06
782	8.750345433e-06
783	8.745324156e-06
784	8.732094486e-06
785	8.714445237e-06
786	8.697547731e-06
787	8.678536507e-06
788	8.663971603e-06
789	8.637243064e-06
790	8.61966745e-06
791	8.608444234e-06
792	8.594005084e-06
793	8.575242969e-06
794	8.555759783e-06
795	8.542256768e-06
796	8.515446846e-06
797	8.492754995e-06
798	8.480803492e-06
799	8.474703624e-06
800	8.452774572e-06
801	8.432391091e-06
802	8.424484133e-06
803	8.409691819e-06
804	8.398310763e-06
805	8.374285693e-06
806	8.355678926e-06
807	8.338707e-06
808	8.327549153e-06
809	8.302135782e-06
810	8.292555737e-06
811	8.272057159e-06
812	8.258197689e-06
813	8.245452485e-06
814	8.226560169e-06
815	8.222635977e-06
816	8.192804842e-06
817	8.186270254e-06
818	8.179600034e-06
819	8.164228855e-06
820	8.144972675e-06
821	8.130622449e-06
822	8.12206187e-06
823	8.115328812e-06
824	8.10787622e-06
825	8.100110421e-06
826	8.088947291e-06
827	8.069274123e-06
828	8.064864343e-06
829	8.051927294e-06
830	8.032927405e-06
831	8.028352419e-06
832	8.022770008e-06
833	8.01210596e-06
834	8.000952383e-06
835	7.987897432e-06
836	7.981014075e-06
837	7.970175073e-06
838	7.958265986e-06
839	7.93872232e-06
840	7.931786016e-06
841	7.919621831e-06
842	7.915688458e-06
843	7.905336505e-06
844	7.894222093e-06
845	7.887123059e-06
846	7.880233397e-06
847	7.864225311e-06
848	7.845367024e-06
849	7.840049001e-06
850	7.829299289e-06
851	7.822070636e-06
852	7.814193506e-06
853	7.79806049e-06
854	7.787364537e-06
855	7.780950483e-06
856	7.764259009e-06
857	7.757517032e-06
858	7.747350746e-06
859	7.726368505e-06
860	7.717029022e-06
861	7.711313406e-06
862	7.699667209e-06
863	7.683764623e-06
864	7.668776241e-06
865	7.660460989e-06
866	7.64274635e-06
867	7.630704906e-06
868	7.621698294e-06
869	7.617720377e-06
870	7.603430293e-06
871	7.595867911e-06
872	7.57995996e-06
873	7.566026913e-06
874	7.550657084e-06
875	7.512475083e-06
876	7.498720107e-06
877	7.496102875e-06
878	7.488548542e-06
879	7.479344576e-06
880	7.476481703e-06
881	7.470964427e-06
882	7.461674466e-06
883	7.457443191e-06
884	7.435246719e-06
885	7.42285984e-06
886	7.415259376e-06
887	7.406413385e-06
888	7.400579409e-06
889	7.395600449e-06
890	7.378755837e-06
891	7.360771972e-06
892	7.346628644e-06
893	7.33971826e-06
894	7.32623001e-06
895	7.317371135e-06
896	7.307488533e-06
897	7.296674158e-06
898	7.291239439e-06
899	7.28192041e-06
900	7.273127999e-06
901	7.262042674e-06
902	7.255909155e-06
903	7.245302623e-06
904	7.234083507e-06
905	7.230089951e-06
906	7.190112387e-06
907	7.185697337e-06
908	7.15973696e-06
909	7.153279594e-06
910	7.143899951e-06
911	7.124725937e-06
912	7.11881989e-06
913	7.109872921e-06
914	7.104412919e-06
915	7.09290526e-06
916	7.072722103e-06
917	7.06425724e-06
918	7.058734274e-06
919	7.051179804e-06
920	7.041561526e-06
921	7.034582157e-06
922	7.028831606e-06
923	7.024420502e-06
924	7.018992287e-06
925	7.013017954e-06
926	7.000804072e-06
927	6.990664329e-06
928	6.982015946e-06
929	6.976425356e-06
930	6.969119184e-06
931	6.963696987e-06
932	6.952635266e-06
933	6.937694211e-06
934	6.930729445e-06
935	6.92333679e-06
936	6.920240819e-06
937	6.912826404e-06
938	6.901884199e-06
939	6.886299286e-06
940	6.880885396e-06
941	6.864450273e-06
942	6.845260659e-06
943	6.841629041e-06
944	6.833443711e-06
945	6.825771423e-06
946	6.819680258e-06
947	6.808588823e-06
948	6.798101937e-06
949	6.786814846e-06
950	6.779548147e-06
951	6.776641231e-06
952	6.772362586e-06
953	6.764305504e-06
954	6.753099673e-06
955	6.742500993e-06
956	6.733331729e-06
957	6.727818051e-06
958	6.721470205e-06
959	6.717126318e-06
960	6.714200155e-06
961	6.709120704e-06
962	6.703721265e-06
963	6.699357806e-06
964	6.694935704e-06
965	6.690247941e-06
966	6.680832351e-06
967	6.672277481e-06
968	6.662280912e-06
969	6.653849777e-06
970	6.638610521e-06
971	6.634112495e-06
972	6.629156232e-06
973	6.618934424e-06
974	6.615245815e-06
975	6.60886886e-06
976	6.593997176e-06
977	6.578311665e-06
978	6.566702651e-06
979	6.558101391e-06
980	6.54628446e-06
981	6.537082963e-06
982	6.526969499e-06
983	6.514749534e-06
984	6.51165473e-06
985	6.497934404e-06
986	6.487742781e-06
987	6.48137146e-06
988	6.477218872e-06
989	6.467191273e-06
990	6.462502835e-06
991	6.45808142e-06
992	6.452826186e-06
993	6.444856285e-06
994	6.435621431e-06
995	6.428097355e-06
996	6.418926575e-06
997	6.412450133e-06
998	6.407693943e-06
999	6.404425951e-06
